interval,timestamp,mg1.x,mg1.y,mg1.z
5.0,77130875.0,16624.02586280472,-103204.70954886028,269771.62190769456
5.0,77130875.05,-24160.548249957046,-101288.81113797086,275478.63883458474
5.0,77130875.1,11154.052185935327,-103251.10321956244,271025.2384809792
5.0,77130875.14999999,-15593.317983921548,-101074.26037452163,273326.87154445157
5.0,77130875.19999999,2112.0479495090567,-102999.37478620464,272691.65328993084
5.0,77130875.24999999,-6480.6459629853125,-100893.21823858997,271231.3113919279
5.0,77130875.29999998,-4436.100256009778,-101698.47860359788,272533.87417176133
5.0,77130875.34999998,-323.23920080328537,-101537.26105077619,271279.7429377047
5.0,77130875.39999998,-6359.297435811071,-101696.61283003696,271824.83403683075
5.0,77130875.44999997,-727.4073347611129,-103645.7748818078,273672.1327430471
5.0,77130875.49999997,-4769.7397760830045,-99822.22297708932,269492.92400083435
5.0,77130875.54999997,-3376.0000932885305,-103044.12031062957,274307.50877149554
5.0,77130875.59999996,-2258.5291898108926,-100755.3785380742,269252.9057580777
5.0,77130875.64999996,-4298.800457253856,-102547.38329383405,272439.63342309336
5.0,77130875.69999996,-3365.0761530134714,-103627.88971455749,273698.99466684833
5.0,77130875.74999996,-2665.3118903593527,-99936.0515479832,267242.75480272516
5.0,77130875.79999995,-6325.457099815444,-108497.84493908305,281034.47798469604
5.0,77130875.84999995,2124.5664744964206,-97433.49219912845,260716.25769671844
5.0,77130875.89999995,-10663.53778903777,-110165.08053150137,286735.2872309775
5.0,77130875.94999994,4635.108750530493,-93981.71926684288,256455.06261299795
6.0,77130876.0,17446.897172199922,-103068.75936209143,268906.7309913604
6.0,77130876.05,-23452.079987172372,-100722.55989960316,274272.18525537074
6.0,77130876.1,11895.73630180555,-102593.78451385675,269802.35567101446
6.0,77130876.14999999,-15082.375114110904,-100116.3122141971,271942.84060822765
6.0,77130876.19999999,2810.9781598939894,-102142.96579533338,271792.3685481793
6.0,77130876.24999999,-5593.654163202571,-100162.33850812682,270606.99816258147
6.0,77130876.29999998,-4125.315010810986,-101193.87382332256,271952.8134360014
6.0,77130876.34999998,-104.78702350685705,-100887.48369233459,270646.3294786832
6.0,77130876.39999998,-5999.896484211142,-100274.74697722413,270902.81175992056
6.0,77130876.44999997,-485.023313141656,-102255.3796081033,272872.9480906129
6.0,77130876.49999997,-4652.180220283217,-99476.80983895544,269156.22030793934
6.0,77130876.54999997,-3367.5766881323075,-102797.6619183161,274165.26708186045
6.0,77130876.59999996,-2245.627688540828,-100077.28759982376,269286.2142461177
6.0,77130876.64999996,-4364.799859705995,-101941.7037245539,272631.38748171635
6.0,77130876.69999996,-3335.2528406109095,-103141.52959952236,273903.11867304513
6.0,77130876.74999996,-2688.7636946572898,-99434.40616885074,267493.04011593485
6.0,77130876.79999995,-6914.013687279088,-107136.36586148661,281140.5994038833
6.0,77130876.84999995,1505.3792526839,-95980.98615211126,260762.75668196118
6.0,77130876.89999995,-10773.977428981214,-110111.97914109725,287008.16745242005
6.0,77130876.94999994,4508.50020113995,-93803.34537709435,256609.52940724423
7.0,77130877.0,17168.98065709714,-102871.92873848816,268497.3227773343
7.0,77130877.05,-23767.42339216116,-100573.23016379918,273787.93010069267
7.0,77130877.1,11711.461506187661,-102539.48299533933,270268.2960910175
7.0,77130877.14999999,-15246.014619691672,-100178.53620585098,272399.5356663306
7.0,77130877.19999999,2600.0589094989923,-101996.02402558667,271579.23967703903
7.0,77130877.24999999,-5740.190977411382,-100110.03895233182,270394.3239807396
7.0,77130877.29999998,-3827.3397194167756,-102280.16992542346,272517.5872473285
7.0,77130877.34999998,260.44047342393,-101949.55231092939,271156.8926309619
7.0,77130877.39999998,-6203.790452842512,-100009.05501854063,270748.85781493003
7.0,77130877.44999997,-657.071016203779,-101830.81559011852,272590.14836094563
7.0,77130877.49999997,-4349.412237547607,-99454.20226109303,268499.70376123
7.0,77130877.54999997,-3069.5040854390627,-102594.44168839401,273380.26611500455
7.0,77130877.59999996,-2149.8657877472315,-99968.59443194434,268987.2567660009
7.0,77130877.64999996,-4276.734406055557,-101793.04969894946,272297.0994211812
7.0,77130877.69999996,-3011.71056557506,-102700.07298180726,273373.3372641485
7.0,77130877.74999996,-2333.8031899273547,-99205.96906418033,267091.53722425346
7.0,77130877.79999995,-6888.456350280442,-106682.61672866283,280732.24050978915
7.0,77130877.84999995,1604.3169876326995,-95912.34065658864,260581.0276016338
7.0,77130877.89999995,-10489.284579920291,-110518.25009923706,286565.0725791474
7.0,77130877.94999994,4881.028110707206,-94574.21854241466,256357.16850087058
8.0,77130878.0,17887.087380562876,-102895.08075770171,268382.18620878505
8.0,77130878.05,-23168.08353314387,-100819.18304043022,273789.1581212379
8.0,77130878.1,11849.7068537513,-102383.9817434224,269094.06009543606
8.0,77130878.14999999,-15062.395344289056,-99451.20453514367,271224.17812534666
8.0,77130878.19999999,2739.5748391886414,-101462.18214743104,270889.9071297393
8.0,77130878.24999999,-5748.063932579448,-99768.00494954127,269725.17818366527
8.0,77130878.29999998,-4088.5535018027804,-100928.10813411418,271453.07064375124
8.0,77130878.34999998,126.25748764045795,-100775.77575486484,270078.3001926789
8.0,77130878.39999998,-5983.798903036686,-100036.70234170703,270207.0668800518
8.0,77130878.44999997,-392.66316864533223,-101856.10220021337,272397.47208124737
8.0,77130878.49999997,-4207.872326127021,-99349.02970906098,268916.3081705995
8.0,77130878.54999997,-3328.4147997683094,-102543.01190730934,273576.1780946558
